單位名稱,統一編號,負責人,登記地址,公司電話,產業範疇,位置X座標,位置Y座標
凌越生醫股份有限公司,27558248,陳作範,臺北市內湖區新明路143巷8號5樓,02-2796-2656；02-2876-2691,醫療器材產業,309504,2772427
穩達生技股份有限公司,27721662,范清亮,臺北市南港區南港路3段80巷38號3樓,02-2788-7588,應用生技,309574,2772054
達爾膚生醫科技股份有限公司,80167706,吳奕叡,臺北市中山區南京東路3段70號13樓,02-2517-9888,應用生技,304373,2771618
泰坦分子生醫股份有限公司,83004262,蔡經緯,臺北市大安區忠孝東路4段71之5號6樓,03-667-0105,醫療器材產業,305170,2770544
瑞河再生醫學生技股份有限公司,90268957,陳瑞聰,臺北市內湖區瑞光路478巷18弄30號4樓之一室,02-8797--8588,應用生技,307278,2774609
普瑞默生物科技股份有限公司,90712775,葉肇元,臺北市松山區敦化北路167號14樓,02-2537-1160,製藥產業,305436,2771950
愛士普台灣股份有限公司,82911358,呂奕穎,臺北市中正區忠孝西路一段80號1906室,02-2659-9430,醫療器材產業,301840,2771064
合富生化科技股份有限公司,16138023,王瓊芝,臺北市大安區敦化南路2段76號23樓,02-2325-0097,醫療器材產業,305342,2769113
商之器科技股份有限公司,22743619,盤龍,臺北市內湖區內湖路1段516號5樓,02-8751-4567,醫療器材產業,307899,2774799
台灣費森尤斯醫藥股份有限公司,16437417,陳泰任 -CHEN Tai Jen,臺北市中山區南京東路3段130號5樓,02-7745-7888,醫療器材產業,304555,2771616
華上生技醫藥股份有限公司,54179426,陳嘉南,臺北市南港區忠孝東路7段508號16樓之5,02-2785-1399,製藥產業,311506,2771689
宇康生科股份有限公司,24750657,何冠旻,臺北市士林區中山北路5段520號7樓,02-2888-1107,醫療器材產業,303317,2776206
博訊生物科技股份有限公司,54291981,秘心吾,臺北市內湖區內湖路1段250號6樓,02-7733-5720,應用生技,307169,2774976
正揚生醫科技股份有限公司,27544391,曾育弘,臺北市南港區研究院路1段130巷99號3樓,02-2788-6258,製藥產業,311800,2771350
安盟生技股份有限公司,24931193,馬永霖,臺北市內湖區港墘里瑞光路188巷43號2樓,02-8752-3198,醫療器材產業,308166,2774101
金醫生物科技股份有限公司,54659754,游汝謙,臺北市南港區園區街3號17樓,02-2365-6551,應用生技,311745,2772394
威健股份有限公司,80158777,陳貴弘,臺北市南港區園區街3號12樓,02-6616-0001,應用生技,311745,2772394
耀德生物技術股份有限公司,53437018,王天帝,臺北市南港區園區街3號17樓,02-2655-7227；02-2655-7555,製藥產業,311745,2772394
金銥生命科學股份有限公司,27522328,游汝謙,臺北市南港區三重路19―13號5樓,02-2655-7616,應用生技,311836,2772182
遠東生物科技股份有限公司,23625631,闕壯群,臺北市南港區園區街3號13樓,02-2655-8198 02-2655-8218,應用生技,311745,2772394
美德向邦股份有限公司,70541649,陳素甜,臺北市信義區松高路9號11喽,02-2739-2222,醫療器材產業,307021,2770273
勝昌製藥廠股份有限公司,18930007,陳伯宸,臺北市中正區和平西路二段56號,02-2301-1268,製藥產業,301694,2769063
聯合利華股份有限公司,23526604,何盈德,臺北市大安區敦化南路2段39號15樓,02-8744-7666；02-2788-0177,應用生技,305421,2769397
金車生物科技股份有限公司,23128795,李玉鼎,臺北市中正區羅斯福路三段230號,02-2365-6551,應用生技,303510,2767928
愛立基生醫股份有限公司,90190353,沈協聰,臺北市南港區忠孝東路7段508號15樓之5,02-2783-0177,醫療器材產業,311506,2771689
生寶生物科技股份有限公司,12863305,章修綱,臺北市大安區仁愛路四段107號7樓,02-2741-5468,應用生技,305475,2770136
昱厚生技股份有限公司,28403068,黃一旭,臺北市內湖區內湖路一段308號6樓,02-2797-0073,製藥產業,307400,2774918
輝藥生技股份有限公司,51515403,郭泰濂,臺北市中山區建國北路2段33號6樓之1,03-475-0089,製藥產業,304204,2771982
健喬信元醫藥生技股份有限公司台北分公司,43199950,林智暉,臺北市內湖區內湖路一段396號11樓,02-2657-7199,製藥產業,307823,2774820
免疫功坊股份有限公司,24760917,張子文,臺北市南港區研究院路1段130巷99號C棟,02-2651-2268,製藥產業,311800,2771350
醫世紀健康管理顧問股份有限公司,80303580,李沛霖,臺北市內湖區行愛路88號6樓,02-6608-1999,醫療器材產業,308611,2772853
長庚生物科技股份有限公司,16753096,楊定一,臺北市松山區敦化北路201之30號8樓,02-2712-2211,應用生技,305461,2772141
山酮新藥開發股份有限公司,24558245,陳谷政,臺北市南港區園區街3號17樓之1,02-2655-7790；02-2697-6633,製藥產業,311745,2772394
百瑞精鼎國際股份有限公司,28674499,克羅利,臺北市信義區基隆路1段200號22樓,02-2727-1100,應用生技,306867,2770357
彥臣生技藥品股份有限公司,12676817,黃中洋,臺北市松山區八德路3段36號6樓,02-2570-6300,製藥產業,305718,2771217
亞諾法生技股份有限公司,12974421,Wilber Huang,臺北市內湖區洲子街108號9樓,02-8751-1888,醫療器材產業,307481,2774802
嘉正生物科技股份有限公司,91007214,王克舜,臺北市南港區研究院路1段130巷99號3樓,02-2653-0168,製藥產業,311800,2771350
麗彤生醫科技股份有限公司,53350764,張麗綺,臺北市信義區松智路1號5樓,02-2791-1826,應用生技,307123,2770192
欣耀生醫股份有限公司,54727599,朱凱民,臺北市南港區研究院路一段130巷99號C棟,02-2788-5365 02-2898-6091,製藥產業,311800,2771350
科懋生物科技股份有限公司,23024594,陳澤民,臺北市南港區忠孝東路7段508號5樓,02-2655-7568 02-2655-7616,製藥產業,311506,2771689
世基生物醫學股份有限公司,27953682,詹富蕙,臺北市內湖區舊宗路二段171巷17號4樓,02-2798-5885,應用生技,308076,2773802
華霖股份有限公司,70380257,李沛霖,臺北市內湖區行愛路88號6樓,02-6608-1999,醫療器材產業,308611,2772853
北極星藥業股份有限公司,80173496,徐展平,臺北市內湖區瑞光路298號7樓,02-2656-5757,應用生技,307966,2774362
列特博生技股份有限公司,82901149,戴子煌,臺北市士林區承德路4段150號3樓之1,02-2889-1136,醫療器材產業,302768,2775310
多模式股份有限公司,28006976,陳怡君,臺北市內湖區行愛路88號6樓,02-6608-1999,應用生技,308611,2772853
新源生物科技股份有限公司,54681545,吳怡君,臺北市松山區八德路四段760號9樓之3,02-8787-1232,製藥產業,308437,2771457
安邦生技股份有限公司,82833776,徐祖安,臺北市南港區研究院路1段130巷99號C棟5樓,02-8797-8616,製藥產業,311800,2771350
優億股份有限公司,90379709,梁碧惠,臺北市中正區忠孝東路2段130號11樓之8,0932-187-796,製藥產業,303662,2770579
友生泰生醫股份有限公司,85017827,潘文明,臺北市南港區園區街3號17樓,02-2694-6069,製藥產業,311745,2772394
佳揚生物科技股份有限公司,54188430,吳秀蘭,臺北市南港區研究院路1段130巷99號C棟421室,02-8226-8451,製藥產業,311800,2771350
安宏生醫股份有限公司,83523270,林助強,臺北市南港區研究院路1段130巷99號5樓,02-2786-2568,製藥產業,311800,2771350
智新生技股份有限公司,94072060,黃先龍,臺北市南港區忠孝東路7段508號14樓之6,02-2655-8825,製藥產業,311506,2771689
訊聯細胞智藥股份有限公司,90272474,蔡政憲,臺北市內湖區新湖一路36巷28號1樓,02-2795-1777,應用生技,307958,2772435
仲恩生醫科技股份有限公司,28833362,王玲美,臺北市內湖區瑞光路607號4樓,02-2627-9216,製藥產業,307180,2774779
研生生醫股份有限公司,83769127,邱瑞祥,臺北市南港區研究院路1段130巷99號C棟7樓,02-2789-1212,製藥產業,311800,2771350
沛爾生技醫藥股份有限公司,59229683,林成龍,臺北市內湖區新湖二路87號4樓,02-8791-1789,應用生技,308089,2772617
雲象科技股份有限公司,83470105,葉肇元,臺北市南港區忠孝東路7段508號15樓、15樓之1,02-2785-6892,醫療器材產業,311506,2771689
健裕生技股份有限公司,24561305,柯彥輝,臺北市中山區林森北路50號4樓之5,03-573-4836,製藥產業,302893,2771235
麗寶新藥生物科技股份有限公司,66459999,王鼎然,臺北市大同區南京西路36號9樓之1,02-2559-1799,製藥產業,302424,2771713
向榮生醫科技股份有限公司,50753953,蔡意文,臺北市內湖區民權東路六段13之20號5樓,02-2792-2699,應用生技,308507,2773371
安克生醫股份有限公司,24316471,李伊俐,臺北市松山區復興北路167號5樓,02-2713-6227,醫療器材產業,304919,2771858
寶齡富錦生技股份有限公司,04742997,張立秋,臺北市南港區園區街3號16樓,02-2655-8218,製藥產業,311745,2772394
佰研生化科技股份有限公司,16313696,陳樂維,臺北市南港區園區街3號10樓之6,02-2655-7166,製藥產業,311745,2772394
奧孟亞股份有限公司,66262721,李淑惠,臺北市南港區園區街3之2號4樓,02-2655-8988,製藥產業,311739,2772221
瑞格國際生技股份有限公司,50779876,小須田建三,臺北市大同區南京西路41號8樓之8,02-2555-3377,應用生技,302443,2771740
思捷優達股份有限公司,89116715,林東和,臺北市南港區園區街3號17樓,02-2655-7266,製藥產業,311745,2772394
上準微流體股份有限公司,53523175,張鴻仁,臺北市內湖區行愛路77巷69號5樓,02-2792-3976,醫療器材產業,308845,2772967
國邑藥品科技股份有限公司,70516563,王建治,臺北市南港區三重路66號3樓之3,02-2782-7561,應用生技,311990,2772260
統一生活事業股份有限公司,89589328,高秀玲,臺北市松山區東興路8號7樓,02-2799-0560 02-2789-1060,應用生技,307027,2771468
瑞亞生醫股份有限公司,53567692,李典穎,臺北市內湖區新湖一路87號7樓,02-8792-2699,醫療器材產業,308092,2772377
腦得生生物科技股份有限公司,70393990,雷清雯,臺北市信義區基隆路二段145號9樓,02-2738-9997；02-2789-1060,製藥產業,306085,2768880
優盛醫學科技股份有限公司,23123644,劉志平,臺北市內湖區港墘路189號12樓,02-2659-7888,醫療器材產業,307985,2774296
杏業生技股份有限公司,42643429,李沛霖,臺北市內湖區行愛路88號6樓,02-6608-1999,應用生技,308611,2772853
富堡工業股份有限公司,30851864,林煥強,臺北市中正區忠孝東路2段130號2樓之3,02-2356-0429,應用生技,303662,2770579
信力生技股份有限公司,24722581,鄭   翔,臺北市內湖區湖元里行愛路７７巷１１號３樓、１３號３樓,02-2790-6566,應用生技,308686,2772847
保豐生技股份有限公司,90272024,盛保熙,臺北市內湖區瑞光路26巷36弄2號4樓,02-2790-1555,應用生技,308737,2773545
友華生技醫藥股份有限公司,12397982,蔡正弘,臺北市北投區承德路六段128號13樓,02-2755-4881,製藥產業,301686,2777386
和鑫生技開發股份有限公司,27734738,蘇上泳,臺北市內湖區新湖一路91號7樓,02-2796-8909,醫療器材產業,308112,2772383
安盛生科股份有限公司,53927676,陳彥宇,臺北市內湖區基湖路35巷2弄9號6樓,02-8751-1335,醫療器材產業,307045,2774680
康聯生醫科技股份有限公司,24291669,黃英士,臺北市中正區忠孝東路1段54號5樓,02-5569-6199,應用生技,302777,2770827
瑩碩生技醫藥股份有限公司,80207616,王建治,臺北市中山區南京東路二段206號8樓之3,02-2504-2121;02-2394-7581,應用生技,304066,2771624
博錸生技股份有限公司,24489199,曹汀,臺北市內湖區陽光街351號6樓之1,02-2627-5878,醫療器材產業,308252,2773991
安特羅生物科技股份有限公司,54665910,留忠正,臺北市大安區敦化南路二段76號18樓之2,02-2700-1216,醫療器材產業,305342,2769113
邦特生物科技股份有限公司,86306206,李明忠,臺北市中山區長安東路一段23號5樓之6,02-2571-0269,醫療器材產業,302849,2771357
立弘生化科技股份有限公司,12971536,楊正利,臺北市大安區敦化南路二段71號13樓,02-2703-0209,應用生技,305418,2769282
福盈科技化學股份有限公司,12207266,莊詩蘋,臺北市松山區南京東路4段126號12樓,02-2578-8999,應用生技,306036,2771586
景德製藥股份有限公司,03436008,盛保熙,臺北市內湖區港墘路221巷41號4樓,03-3215512,製藥產業,308013,2774021
共信醫藥科技股份有限公司,24751115,吳崇漢,臺北市中山區建國北路一段80號3樓,02-2503-5282,製藥產業,304111,2771372
臺灣生物醫藥製造股份有限公司,94103943,楊育民,臺北市南港區忠孝東路七段508號3樓之6,02-2653-9898,製藥產業,311506,2771689
漢霖生技股份有限公司,53183491,劉世高,臺北市大同區甘谷街26號5樓,02-2792-7927,應用生技,301546,2771720
因華生技製藥股份有限公司,27964549,林智暉,臺北市內湖區瑞光路478巷20號9樓、22號9樓,02-8797-7607,製藥產業,307393,2774560
仁新醫藥股份有限公司,43814765,林雨新,臺北市信義區忠孝東路五段68號36樓,02-8780-5008,製藥產業,307184,2770399
浩宇生醫股份有限公司,24731239,陳正,臺北市南港區忠孝東路七段508號16樓,02-2586-0560,醫療器材產業,311506,2771689
華安醫學股份有限公司,53726093,陳翰民,臺北市內湖區瑞光路583巷21號6樓之3,02-2627-0835,製藥產業,307280,2774824
泰合生技藥品股份有限公司,25144594,李世仁,臺北市內湖區瑞光路550號3樓,02-2659-8515,製藥產業,307209,2774726
明基三豐醫療器材股份有限公司,23285106,陳其宏,臺北市內湖區洲子街46號7樓,02-8797-5533,醫療器材產業,307824,2774630
上亞科技股份有限公司,84659035,黃謙騤,臺北市松山區南京東路5段188號9樓之12,02-2713-2100,製藥產業,306882,2771568
原創生醫股份有限公司,29184891,林柏裕,臺北市內湖區堤頂大道二段415號6樓,02-2658-8599 02-7728-8922,製藥產業,306780,2774838
瑞安大藥廠股份有限公司,23045916,林智暉,臺北市內湖區內湖路1段392號11樓之1,02-2748-3279,製藥產業,307791,2774833
雅祥生技醫藥股份有限公司,27570215,張鴻仁,臺北市松山區民生東路三段135號6樓,02-2718-5128 02-2798-5885,製藥產業,305333,2772310
友杏生技醫藥股份有限公司,53937920,蔡孟霖,臺北市北投區承德路6段120號14樓,02-2755-4881,製藥產業,301690,2777351
百略醫學科技股份有限公司,04822871,方頌和,臺北市內湖區瑞光路431號9樓,02-87971288,醫療器材產業,307624,2774566
益得生物科技股份有限公司,53104031,林智暉,臺北市內湖區瑞光路358巷36號3樓,02-7721-8877,製藥產業,307693,2774373
智擎生技製藥股份有限公司,80264691,許璋瑤,臺北市中山區民生東路三段10號11樓,02-2515-8228,製藥產業,304324,2772267
台塑生醫科技股份有限公司,80539426,王瑞瑜,臺北市內湖區石潭里南京東路六段380號9樓之1,02-2712-2211,應用生技,309231,2772474
漢達生技醫藥股份有限公司,24546157,劉芳宇,臺北市內湖區基湖路10巷57號5樓之1,02-8751-8717,製藥產業,306869,2775017
台睿生物科技股份有限公司,53529570,林羣,臺北市南港區三重路66號6樓之1,02-2653-5007,製藥產業,311990,2772260
瑞寶基因股份有限公司,28861633,江輝邦,臺北市內湖區民權東路六段160號13樓,02-2793-2899,應用生技,309711,2773515
寶泰生醫股份有限公司,50997769,英屬安奎拉商夏鼎投資有限公司,臺北市信義區松智路1號3樓,02-2727-6289,製藥產業,307123,2770192
磐石醫藥生技股份有限公司,90255046,李源德,臺北市南港區研究院路一段130巷99號A棟3樓,02-2788-5808,製藥產業,311800,2771350
台灣微脂體股份有限公司,16176150,洪基隆,臺北市南港區園區街3號11樓之1,02-2655-7377,製藥產業,311745,2772394
禾伸堂生技股份有限公司,12681706,唐錦榮,臺北市內湖區內湖路一段88號4樓,02-8797-5966,應用生技,306781,2775132
全福生物科技股份有限公司,54346233,林羣,臺北市內湖區瑞光路358巷30弄1號8樓,02-2659-8586,製藥產業,307746,2774394
安基生技新藥股份有限公司,24777699,黃文英,臺北市南港區忠孝東路七段508號16樓之6,02-2365-5677,製藥產業,311506,2771689
台新藥股份有限公司,53273211,程正禹,臺北市松山區復興北路57號8樓之6,02-2755-7659,製藥產業,304912,2771479
圓祥生技股份有限公司,54326052,陳志全,臺北市南港區忠孝東路七段508號11樓之2,02-2653-2886,製藥產業,311506,2771689
懷特生技新藥股份有限公司,16766281,李伊俐,臺北市松山區復興北路167號5樓之1,02-2545-3697,應用生技,304919,2771858
中生醫藥股份有限公司,54360142,JedLatkin,臺北市信義區松仁路36號11樓,02-2758-6003,製藥產業,307299,2770194
大學光學科技股份有限公司,84926791,歐淑芳,臺北市南港區三重里園區街3之1號4樓,02-2655-8000,醫療器材產業,311731,2772315
保盛藥業股份有限公司,16284926,盛保熙,臺北市內湖區港墘路221巷41號4F,02-2657-3350,製藥產業,308013,2774021
訊聯生物科技股份有限公司,70836411,蔡政憲,臺北市內湖區新湖一路36巷28號1樓,02-2795-1777,應用生技,307958,2772435
保瑞藥業股份有限公司,28684877,盛保熙,臺北市內湖區瑞光路26巷36弄2號6樓,02-2790-1555,製藥產業,308737,2773545
漢康生技股份有限公司,83156464,劉世高,臺北市內湖區堤頂大道1段1號5樓之2,02-2792-1366,製藥產業,307948,2772145
台灣尖端先進生技醫藥股份有限公司,70774029,蘇文龍,臺北市大安區復興南路二段363號5樓,02-2692-6222,應用生技,304857,2768409
瀚陽生物科技股份有限公司,24467478,林舜孝,臺北市內湖區瑞湖街88號5樓,02-2792-7858,製藥產業,308111,2773912
益安生醫股份有限公司,54150856,張有德,臺北市士林區後港街116號7樓,02-2881-6686,醫療器材產業,302606,2775442
台灣永光化學工業股份有限公司,15458455,陳建信,臺北市大安區義安里敦化南路二段77號5~6樓,02-2706-6006,應用生技,305435,2769234
賽諾菲股份有限公司,97168356,林嘉莉,臺北市信義區松仁路3號7樓,02-2176-5588,製藥產業,307399,2770273
安成生物科技股份有限公司,25147136,吳怡君,臺北市內湖區港墘路221巷41號8樓,02-2657-1788,製藥產業,308013,2774021
博晟生醫股份有限公司,42404010,陳德禮,臺北市南港區園區街3-2號4樓,02-2655-8366,醫療器材產業,311739,2772221
醣基生醫股份有限公司,54170142,陳肇隆,臺北市南港區研究院路一段130巷99號C棟7樓,02-2655-8059,製藥產業,311800,2771350
生控基因疫苗股份有限公司,53778660,章修綱,臺北市大安區敦化南路一段313號6樓,02-2731-0106,製藥產業,305425,2769738
承業生醫投資控股股份有限公司,24483414,李沛霖,臺北市內湖區行愛路88號,02-6608-1999,醫療器材產業,308611,2772853
基亞生物科技股份有限公司,70760897,張世忠,臺北市南港區園區街3號14樓,02-7736-1234,製藥產業,311745,2772394
欣大健康投資控股股份有限公司,54154754,李沛霖,臺北市內湖區新湖一路85號7樓,02-6608-1999,醫療器材產業,308082,2772375
育世博生物科技股份有限公司,66616512,蕭世嘉,臺北市南港區忠孝東路七段508號12樓,02-2697-6100,製藥產業,311506,2771689
順天醫藥生技股份有限公司,12663974,王素琦,臺北市南港區園區街3-2號4樓,02-2655-7918,應用生技,311739,2772221
智合精準醫學科技股份有限公司,24939569,黃崇仁,臺北市中山區南京東路三段70號10樓,02-2517-0055,製藥產業,304373,2771618
逸達生物科技股份有限公司,54165507,簡銘達,臺北市南港區三重路19-3號9樓之2,02-7750-0188,製藥產業,311836,2772182
宣捷細胞生物製藥股份有限公司-更名為瑞卬細胞生物製藥股份有限公司,53394221,宣昶有,臺北市內湖區內湖路1段68號7樓,02-26275175,製藥產業,306734,2775157
美吾華股份有限公司,14089976,李成家,臺北市松山區復興北路167號5樓,02-2713-6621,應用生技,304919,2771858
台灣第一新藥股份有限公司,27531430,林詠翔,臺北市內湖區港墘路189號8樓,02-8797-7811,應用生技,307985,2774296
大江生醫股份有限公司,12292039,林詠翔,臺北市內湖區港墘路187號8樓,02-8797-7811,應用生技,307991,2774304
聯亞生技開發股份有限公司,84299742,胡世一,臺北市信義區信義路五段7號52樓E室,02-8101-0100,應用生技,306995,2769598
友霖生技醫藥股份有限公司,28924399,蔡正弘,臺北市北投區承德路六段128號12樓,02-2325-7621；02-2796-490,製藥產業,301686,2777386
永信藥品工業股份有限公司-臺北研究中心,56065601,李其澧,臺北市南港區園區街3號F棟10樓之8,02-2785-8975,製藥產業,311745,2772394
泰福生技股份有限公司-更名:台灣泰福生技股份有限公司,24336954,陳林正,臺北市大安區敦化南路1段192號13樓之6,02-2655-8841,應用生技,305347,2770602
太景生物科技股份有限公司,12858871,黃國龍,臺北市內湖區新明路138號7樓,02-8177-7020,應用生技,309192,2772326
台灣卜蜂企業股份有限公司,36514783,鄭武樾,臺北市中山區朱園里松江路87號17樓,02-2507-7071 02-2757-7168,應用生技,303800,2771471
中裕新藥股份有限公司,28707338,陳明村,臺北市內湖區瑞光路607號3樓,02-2658-0058,製藥產業,307180,2774779
南僑投資控股股份有限公司,07305506,陳飛龍,臺北市大同區延平北路四段100號,02-6619-3000,應用生技,301527,2773800
金車股份有限公司,05007903,李玉鼎,臺北市中正區羅斯福路3段230號,02-2365-6551,應用生技,303510,2767928
久和醫療儀器股份有限公司,70538519,李沛霖,臺北市內湖區行愛路88號5樓,02-6608-1999,醫療器材產業,308611,2772853
中國化學製藥股份有限公司,03088802,王謝怡貞,臺北市中正區襄陽路2 3號,02-2312-4200,製藥產業,301992,2770694
台灣浩鼎生技股份有限公司,13110677,梁賡義,臺北市南港區忠孝東路七段508號6樓,02-2655-8799,製藥產業,311506,2771689
台灣東洋藥品工業股份有限公司,11821341,林全,臺北市南港區園區街3-1號3樓,02-2652-5999,製藥產業,311731,2772315
高端疫苗生物製劑股份有限公司,53943057,張銘政,臺北市南港區忠孝東路七段 508 號 4 樓,02-2651-5088,製藥產業,311506,2771689
萬洲化學股份有限公司,03244705,林佑昇,臺北市內湖區行善路397號6樓,02-8170-6199,應用生技,309102,2773061
中化控股股份有限公司,00227087,王謝怡貞,臺北市中正區襄陽路23號2樓,02-2312-4200,製藥產業,301992,2770694
合一生技股份有限公司,29108260,郭憲壽,臺北市中正區忠孝西路一段66號35樓,02-2703-1098,製藥產業,301996,2770997
藥華醫藥股份有限公司,70557655,詹青柳,臺北市南港區園區街3號13樓,02-2655-7688,製藥產業,311745,2772394
佳格食品股份有限公司,22102473,曹德風,臺北市內湖區瑞光路610號10樓,02-27092323,應用生技,307066,2774798
中天生物科技股份有限公司,70555349,陳振文,臺北市南港區三重里園區街3號14樓之1,02-2655-8558,製藥產業,311745,2772394
晟德大藥廠股份有限公司,18606304,王素琦,臺北市南港區園區街3之2號7樓,02-2655-8680,製藥產業,311739,2772221
美時化學製藥股份有限公司,11456110,Vilhelm Robert Wessman,臺北市信義區松仁路277號17樓,02-2700-5908,製藥產業,307509,2768589
臺灣菸酒股份有限公司,03787101,丁彥哲,臺北市中正區南昌路1段4號,02-2321-4567,應用生技,301964,2769653
