統一編號,商業名稱,商業地址,變更日期,Longitude,Latitude
538337,季川足體養生會館,臺北市大同區長安西路190號1樓,1150401,121.515683,25.051113
616699,鼎豐盛越式料理店,臺北市大安區臨江街139號1樓,1150401,121.553405,25.03049
1726852,名卿商行,臺北市文山區木柵路3段14號,1150401,121.564578,24.988419
1830428,羅堯仁自營計程車,臺北市士林區芝玉路2段86號4樓,1150401,121.535246,25.112378
5171930,鍾記老店,臺北市中正區羅斯福路1段8號1樓192攤位,1150401,121.518077,25.032606
7603771,聯大當舖,臺北市文山區羅斯福路5段206之2號,1150401,121.538456,25.003086
15669058,亞宏食坊,臺北市北投區中和街242號1樓,1150401,121.501364,25.13951
17272639,良誠蔘藥行,臺北市大同區民生西路362巷24號,1150401,121.510532,25.056238
17747586,燒肉屋小吃店,臺北市中山區林森北路119巷64號,1150401,121.527359,25.050135
25536424,千富小吃店,臺北市中正區八德路1段82巷8號,1150401,121.531969,25.043762
25666896,蔬活企業社,臺北市文山區興隆路2段82號1樓,1150401,121.548259,24.999942
31855353,希潔商行,臺北市信義區忠孝東路5段442號,1150401,121.576031,25.040696
73907494,成毅書報社,臺北市萬華區青年路168巷16號1樓,1150401,121.502168,25.020448
76477638,阿德叔叔健康飲食行大安信義分店,臺北市大安區信義路3段202號1樓,1150401,121.543324,25.03318
85140164,孤僻實業工作室,臺北市萬華區漢口街2段97號9樓,1150401,121.504664,25.046272
88214409,東方菸酒行,臺北市南港區八德路4段925號1樓,1150401,121.581751,25.051368
88308320,首先叫商行,臺北市士林區社子街146巷3號1樓,1150401,121.504791,25.088422
88356125,昂杯商行,臺北市內湖區內湖路1段421號,1150401,121.57135,25.08154
88358290,人生如夢企業社,臺北市信義區光復南路569號1樓及2樓,1150401,121.557591,25.030705
88369389,天津養生館,臺北市中山區中山北路1段105巷4號1樓,1150401,121.522803,25.050799
88369705,宏霖企業社,臺北市信義區莊敬路277號1樓,1150401,121.562918,25.028995
93124343,沐晨企業社,臺北市信義區松山路532號,1150401,121.578073,25.037918
93186467,黎記小吃,臺北市松山區南京東路5段250巷9之2號,1150401,121.566018,25.049972
93188177,而今商行,臺北市信義區基隆路1段428號,1150401,121.5598,25.033822
540571,嬡囍國際企業社,臺北市內湖區陽光街92巷29號1樓,1150402,121.585142,25.076274
544197,初燒商行,臺北市中山區松江路297巷20號1樓,1150402,121.534732,25.060984
631495,野富比商行,臺北市中山區撫順街37號2樓之5,1150402,121.519586,25.063472
13847135,欣和鋁業工程行,臺北市南港區南港路3段195號,1150402,121.581117,25.051462
14742314,展源汽車保養所,臺北市士林區重慶北路4段94號1樓,1150402,121.512866,25.082464
25560789,翰倫商行,臺北市中山區南京東路3段201號10樓,1150402,121.54252,25.052091
25568656,新福園川菜餐廳,臺北市士林區至誠路2段43號,1150402,121.528628,25.101493
25571218,米嵐整體造型工作室,臺北市松山區南京東路5段163之9號1樓,1150402,121.562563,25.051884
31958560,夜樂小吃店,臺北市文山區木新路3段259號1樓,1150402,121.558302,24.981009
37889942,加州水果行,臺北市大安區四維路146號,1150402,121.547914,25.031229
42182501,日菁企業社,臺北市大同區民族西路330號,1150402,121.509563,25.068595
42354193,福聚小吃坊,臺北市大同區長安西路277號,1150402,121.51024,25.052115
48832411,西施寵物美容店,臺北市士林區福港街284號,1150402,121.517658,25.082937
50596568,球鞋誌企業社,臺北市信義區基隆路1段141號13樓之3,1150402,121.565843,25.042983
72988194,佳佳襪子店,臺北市中山區南京東路3段220號,1150402,121.543557,25.051663
72991607,好宅行,臺北市中山區新生北路2段137巷65號,1150402,121.529925,25.061271
72993915,禾呈室內裝修空間設計所,臺北市中正區懷寧街76號1樓,1150402,121.513988,25.04314
75922983,東閣精品館,臺北市士林區大北路68號1樓,1150402,121.525172,25.09016
76423839,川味食堂,臺北市大安區臨江街133號1樓,1150402,121.553498,25.030469
88135735,唰嘴美食店,臺北市信義區和平東路3段261號,1150402,121.554704,25.022599
88220599,小梓美容美甲館,臺北市大同區重慶北路3段158號1樓2樓,1150402,121.51351,25.068269
88287726,禹帆商行,臺北市北投區奇岩路26號1樓,1150402,121.505634,25.130731
88359002,種子製作工作室,臺北市中正區仁愛路2段25號5樓,1150402,121.527305,25.038461
91185759,爪爸咻贏百貨舖,臺北市中山區德惠街85號,1150402,121.528604,25.066739
93134898,滿貫仲運動彩券行,臺北市北投區石牌路2段75巷4號1樓,1150402,121.515981,25.116852
93194543,瘋狂帽客屋裏工作室,臺北市內湖區堤頂大道2段497號1樓,1150402,121.561869,25.082844
93199110,禹竹工作室,臺北市文山區興隆路3段207巷11弄9號3樓,1150402,121.561443,24.995294
94876460,塗塗製所,臺北市大同區民族西路330號,1150402,121.509563,25.068595
505878,常富角落小館,臺北市中山區長春路402號2樓,1150407,121.543572,25.054478
553786,慢動作工作室,臺北市大同區延平北路1段102號6樓,1150407,121.511748,25.052624
616699,鼎豐盛越式料理店,臺北市大安區臨江街139號1樓,1150407,121.553405,25.03049
617959,城市驛站餐酒館,臺北市中山區雙城街32巷9號1樓,1150407,121.52343,25.066334
632781,云創作工作室,臺北市內湖區行善路111巷37號1樓,1150407,121.580203,25.057561
4583822,中成汽車材料行,臺北市萬華區汀州路1段5號2樓,1150407,121.50475,25.033273
18377230,建興海參號,臺北市中山區南京東路2段101號8樓,1150407,121.532636,25.05224
18383654,正翔機車行,臺北市文山區木新路2段174號,1150407,121.568349,24.983948
38549458,小王子早餐店,臺北市松山區八德路2段366巷15之7號1樓,1150407,121.546042,25.047355
42492610,南陽堂企業社,臺北市中山區中山北路2段65巷18之1號1樓,1150407,121.524496,25.05701
48822808,一成工程行,臺北市大安區和平東路2段265巷37弄6號,1150407,121.544383,25.028054
72991368,北陽企業社,臺北市士林區通河西街1段97號1樓,1150407,121.512339,25.085182
75472380,嘎非拉商行,臺北市文山區木柵路2段21號,1150407,121.559389,24.988869
76316556,盧小小企業社,臺北市南港區南港路2段20巷3號,1150407,121.605684,25.054461
79862706,力誠國際事業社,臺北市中山區南京東路3段89巷3弄10號1樓,1150407,121.539332,25.05247
87106613,咖旺商行,臺北市中山區中山北路2段72巷7號1樓,1150407,121.52233,25.057088
88205794,壹玖玖玖髮型設計工作室,臺北市內湖區麗山街393巷３號,1150407,121.572509,25.081802
88357243,澄心企業社,臺北市中山區吉林路26巷26號1樓,1150407,121.529172,25.051411
88631262,冠泰國際商行,臺北市中正區仁愛路2段25號5樓,1150407,121.527305,25.038461
93194086,恆昌傳統整復推拿館,臺北市大安區羅斯福路2段101巷45號1樓,1150407,121.526748,25.024754
93195894,小娟娟早餐店,臺北市萬華區德昌街11號1樓,1150407,121.499671,25.025309
94882884,進財發商行,臺北市萬華區長沙街2段91號5樓之5,1150407,121.504733,25.040552
99961922,雞椰爺椰子雞鍋物料理餐館,臺北市北投區中央北路4段532號1樓,1150407,121.467903,25.128382
551302,一二零企業社,臺北市大同區甘谷街26號5樓,1150408,121.510876,25.052772
632868,禾呈日貨商行,臺北市中正區金山北路1號5樓之6,1150408,121.530348,25.043935
14322875,鴻音飲食店,臺北市中山區林森北路133巷16號地下室,1150408,121.525825,25.050906
17758675,興六群企業社,臺北市士林區社子街99號1樓,1150408,121.505636,25.087751
26350683,芳味園小吃店,臺北市中山區中山北路1段105巷13之3號,1150408,121.523449,25.050761
31689051,彭杭記商號,臺北市大安區樂利路73號1樓,1150408,121.552038,25.026098
42427180,艾克森創意影視工作室,臺北市大同區延平北路3段4號5樓之1,1150408,121.511038,25.063438
72988292,邱振哲音樂工作室,臺北市中正區三元街80巷10號2樓,1150408,121.50957,25.028535
76395432,宜健美學養護館,臺北市大安區四維路106之1號1樓,1150408,121.547966,25.032461
88157343,光輝歲月影視工作室,臺北市萬華區西門里峨眉街100號8樓之6,1150408,121.503407,25.044267
88222029,東引快刀手麵食館,臺北市內湖區民權東路6段288號1樓,1150408,121.605267,25.072379
88287084,茱妮服飾行,臺北市信義區松山路119巷4號1樓,1150408,121.578514,25.047364
88366329,聖維集團企業社,臺北市信義區永吉路443巷2號,1150408,121.578311,25.045624
91628353,瑞豐商行,臺北市南港區經貿二路186之1號1樓,1150408,121.614969,25.058743
93120000,鑫億仲運動彩券行,臺北市南港區萬福里忠孝東路六段38號1樓,1150408,121.583285,25.045807
93139057,牧森企業社,臺北市大安區忠孝東路4段2號11樓之9,1150408,121.543981,25.041307
93147319,艾蔤萁精品服飾店,臺北市大安區敦化南路1段160巷40號1樓,1150408,121.547138,25.043483
93184094,車庫滷味商店,臺北市北投區公館路５９號1樓,1150408,121.50369,25.132715
93186467,沐時餐飲商行,臺北市松山區南京東路5段250巷9之2號,1150408,121.566018,25.049972
542304,條通小吃店,臺北市中山區正義里長安東路1段53巷24號,1150409,121.526636,25.049859
546646,爬蟲殿企業社,臺北市中山區松江路259巷27號1樓,1150409,121.534525,25.059607
617825,仁義工程行,臺北市中正區許昌街42號10樓,1150409,121.51546,25.045451
633228,知選商行,臺北市中山區復興北路228號10樓之1,1150409,121.543479,25.057009
8596432,民禾工程行,臺北市內湖區東湖路113巷5號1樓,1150409,121.615311,25.069106
15246002,南方工具行,臺北市萬華區貴陽街2段83號1樓,1150409,121.503896,25.039864
18399179,天秤座鑽金店,臺北市松山區饒河街210號1樓,1150409,121.577178,25.050764
18524508,五星中藥行,臺北市中正區金山南路1段110巷16號1樓,1150409,121.526514,25.035236
29651804,建昌熔接所,臺北市士林區延平北路6段35號1樓,1150409,121.508947,25.087357
38470760,卡桑曲創意工作室,臺北市大同區華陰街33號3樓之2,1150409,121.519409,25.049356
42410575,伊伶髮妝工作室,臺北市中山區南京東路3段189號10樓,1150409,121.542231,25.052087
48827000,喜喜咖啡餐坊,臺北市北投區東華街2段220號1樓,1150409,121.509356,25.120542
48888934,上林殿自助餐,臺北市松山區南京東路3段335巷5之4號,1150409,121.547496,25.052541
61228101,達詠商行,臺北市士林區德行東路221號,1150409,121.532884,25.109385
88165097,隨你夾選物販賣店,臺北市文山區保儀路71號1樓,1150409,121.568599,24.987036
88299791,天天開心休閒會館,臺北市萬華區西昌街153號1樓,1150409,121.500735,25.039448
88360922,卡蜜莉亞香氛工作室,臺北市大安區忠孝東路4段2號11樓之9,1150409,121.543981,25.041307
88372526,路兒商行,臺北市大安區和平東路1段6號11樓,1150409,121.523047,25.026847
91188593,江湖兒女企業社,臺北市北投區復興三路57號5樓,1150409,121.503214,25.144891
93044313,介宇工作室,臺北市內湖區新明路246巷3弄28號5樓,1150409,121.584638,25.057562
93119284,廣聚活力屋,臺北市萬華區漢中街178號1樓,1150409,121.506366,25.040939
93128045,豪會眾彩券行,臺北市士林區延平北路六段131號1樓,1150409,121.50792,25.088902
93145277,凱倫顧問工作室,臺北市中正區忠孝西路1段50號地下1層,1150409,121.515823,25.046303
93195389,大勝休閒館,臺北市萬華區中華路1段114巷17號2樓之8、2樓之9、2樓之10、2樓之11、2樓之12、2樓之13、2樓之14,1150409,121.507817,25.04396
99618337,駿宜郵幣社,臺北市大同區南京西路163之35號1樓,1150409,121.513129,25.054082
557018,包你贏運動彩券行,臺北市大安區通化街163號,1150410,121.553828,25.028511
566494,含豐餐酒館,臺北市中山區農安街51號1樓,1150410,121.526804,25.064985
631087,迪豆商行,臺北市信義區吳興街600巷78號,1150410,121.570742,25.018913
15647549,韓味韓式豆腐鍋店,臺北市中山區農安街245號1樓,1150410,121.534747,25.064796
38458581,金國裕彩券行,臺北市中正區青島東路25號1樓,1150410,121.524546,25.043343
42335865,禾荷企業社,臺北市大安區忠孝東路4段183號13樓之2,1150410,121.550901,25.041689
42497072,雙合豆漿店,臺北市萬華區東園街12號1樓,1150410,121.495485,25.027699
48827557,品誠汽車商行,臺北市大安區忠孝東路4段71之5號6樓,1150410,121.546856,25.041864
61236502,晴禾食堂,臺北市南港區福德街356號,1150410,121.588882,25.039708
76420988,兆品商行,臺北市大安區信義路3段202號1樓,1150410,121.543324,25.03318
76434012,艾妲美睫工作室,臺北市內湖區成功路4段58號6樓,1150410,121.592459,25.082417
79844145,男生好朋友除毛工作室,臺北市中山區中山北路1段140巷8號2樓,1150410,121.521401,25.051434
81725757,伊佳霈美容店,臺北市中山區復興北路400號地下樓,1150410,121.543965,25.061685
82649639,馬小姐時尚甜點工作室,臺北市中山區農安街20號2樓之6,1150410,121.524917,25.064796
87468811,禎陽商行,臺北市松山區八德路4段135號7樓之4,1150410,121.562181,25.048759
88226123,心赫工作室,臺北市中山區松江路50號9樓,1150410,121.532742,25.048245
88358313,珮菁企業社,臺北市松山區八德路2段410巷5弄1號2樓,1150410,121.54704,25.047238
538651,田悅湯品社,臺北市中山區吉林路43號1樓,1150413,121.53018,25.051212
561809,思準智研工作室,臺北市中正區許昌街42號10樓,1150413,121.51546,25.045451
574327,妍木秀企業社,臺北市松山區南京東路5段250巷2弄16之2號1樓,1150413,121.567106,25.050613
1248281,一一防水工程行,臺北市中山區市民大道3段135號1樓,1150413,121.538838,25.044886
15889665,宏祥服裝行,臺北市萬華區康定路354號1樓,1150413,121.501039,25.034756
26387345,力美冷飲店,臺北市士林區小東街14號,1150413,121.526145,25.088864
27155110,邱記食品行,臺北市南港區忠孝東路6段24號,1150413,121.583079,25.045525
31286156,小福髮廊,臺北市士林區社子街14號1樓,1150413,121.508427,25.087544
31848190,元發工程行,臺北市中山區民生東路3段9巷23號,1150413,121.537729,25.060067
38456036,德發彩券行,臺北市中正區寧波西街45號,1150413,121.517872,25.030994
38577284,漢家滷肉香便當店,臺北市中山區吉林路254之2號1樓,1150413,121.530131,25.060061
42297665,黑糖妞妞服飾店,臺北市中山區民生東路2段148號,1150413,121.532363,25.057838
42459653,千之商行,臺北市大安區和平東路3段368號1樓,1150413,121.557818,25.019176
48690763,東風髮廊,臺北市中山區長安東路2段88號1樓,1150413,121.534398,25.048328
72353592,貓頭鷹精品服飾代購,臺北市中山區松江路101號2樓之2,1150413,121.533223,25.051155
72927296,泰鑫閣化妝品行,臺北市中山區民權東路2段81號,1150413,121.531977,25.062722
72933071,伊森手機維修社,臺北市大同區太原路50號2樓,1150413,121.515203,25.050827
73251691,駟米企業社,臺北市信義區基隆路二段7號4樓,1150413,121.559398,25.032416
76427434,展湲企業社,臺北市大同區承德路1段42號及42號2樓,1150413,121.516931,25.05128
80128763,爍爍商行,臺北市信義區忠孝東路5段474號10樓,1150413,121.577164,25.040664
83938658,庭庭服飾店,臺北市中正區延平南路97號(1、2樓),1150413,121.510786,25.042708
88138368,啾啾鳥咖啡,臺北市大同區重慶北路2段175之1號2樓,1150413,121.513763,25.059577
88212486,阿歐伊企業社,臺北市北投區中央北路2段25號1樓,1150413,121.495779,25.136576
88222739,小莊小吃店,臺北市中山區龍江路93號1樓,1150413,121.54057,25.051352
88228852,旭馬髮型工作室,臺北市大同區南京西路25巷22號1樓,1150413,121.520415,25.056328
88284967,秘密賶庫工作室,臺北市信義區光復南路429號5樓,1150413,121.557708,25.035892
88292811,安琥餐飲,臺北市大安區安和路2段189巷18號1樓,1150413,121.550899,25.026781
93142829,動滋以晴音樂社,臺北市中山區中山北路3段53之4號2樓,1150413,121.522953,25.067892
542331,京元鼎企業社,臺北市大安區基隆路2段112號8樓,1150414,121.55705,25.029174
546815,濠宇工程行,臺北市士林區倫等街42巷10號2樓,1150414,121.501644,25.092549
550583,水果大王水果專賣店,臺北市內湖區內湖路1段737巷51弄1之1號1樓,1150414,121.579171,25.08033
556003,沐沐小餐館,臺北市大安區光復南路420巷30號1樓,1150414,121.555947,25.036584
633661,爪爸咻贏百貨舖,臺北市中山區德惠街85號,1150414,121.528604,25.066739
20898545,王美芳香舖,臺北市信義區林口街22號1樓,1150414,121.579386,25.037313
26343585,喜臨咖啡屋,臺北市北投區東華街2段220號1樓,1150414,121.509356,25.120542
31844053,萬家昇企業社,臺北市松山區八德路3段158巷8弄5之3號,1150414,121.554668,25.047719
42349734,新月精修指甲店,臺北市南港區富康街14之1號,1150414,121.61704,25.054076
42426014,天合堂傳統整復推拿館,臺北市士林區士東路91巷40弄4號,1150414,121.530095,25.11355
42493667,綻辰設計工作室,臺北市大同區民權西路136號13樓之11,1150414,121.516409,25.06275
60056431,人殼服飾工作室,臺北市大安區仁愛路3段26號5樓,1150414,121.535746,25.037648
60295799,民盈國際企業,臺北市大同區重慶北路2段74號8樓,1150414,121.513686,25.05635
61119808,花吉商行,臺北市大同區伊寧街55之1號1樓,1150414,121.511667,25.064703
77902219,和平飲料店,臺北市大安區和平東路2段169號2樓,1150414,121.541658,25.025314
82119343,台新興業社,臺北市萬華區長泰街146號1樓,1150414,121.497558,25.022258
82305677,尖弛工作室,臺北市信義區松德路10號6樓,1150414,121.577417,25.039529
88137500,腦弱星球工作室,臺北市信義區忠孝東路5段790巷23弄11號,1150414,121.582758,25.042953
88165054,晴光小吃店,臺北市中山區德惠街48號1樓,1150414,121.527064,25.066573
88363097,賀美實業,臺北市中正區汀州路1段85號3樓,1150414,121.50825,25.029487
91733469,沒有名字療癒工作室,臺北市大安區四維路6巷10號1樓,1150414,121.547746,25.037144
92384812,鴻影藝電工作室,臺北市大同區長安西路342號地下1樓,1150414,121.51024,25.051939
93143762,慶華港式燒臘,臺北市內湖區康樂街83之1號,1150414,121.618767,25.069389
93157548,愛比工作室,臺北市中山區民生東路2段115巷25弄9號1樓,1150414,121.531949,25.059386
93197154,長安休閒館,臺北市萬華區萬大路269號1樓,1150414,121.500579,25.025607
515572,李記溫體牛商行,臺北市內湖區港墘路82巷3號,1150415,121.577477,25.08094
538293,天天開心商行,臺北市大安區忠孝東路四段181巷40弄18號,1150415,121.549927,25.043887
620455,昆比的家企業社,臺北市文山區興隆路2段220巷8號1樓,1150415,121.552321,25.000999
631039,宜宸工作室,臺北市信義區永吉路512號1樓,1150415,121.58009,25.045217
1513844,陳正忠自營計程車行,臺北市松山區吳興街506巷19號,1150415,121.5691965,25.02399185
4967101,六合出版社,臺北市文山區興隆路2段203巷3號1樓,1150415,121.549307,25.001341
21721412,潔泰行,臺北市北投區承德路7段344巷9號1樓,1150415,121.504406,25.117856
26208856,宏樵居酒屋,臺北市大安區東豐街38號1樓,1150415,121.546304,25.035948
29227152,友緣小吃店,臺北市士林區社子街63巷3號1樓,1150415,121.507014,25.087769
31872466,瀚軍機車行,臺北市信義區吳興街281巷19號,1150415,121.564884,25.026554
42286702,玫瑰童話商行,臺北市松山區南京東路5段123巷4弄2號,1150415,121.560906,25.052448
42430024,上一實業社,臺北市大安區信義路4段1號2樓,1150415,121.543915,25.033566
42450956,延平切仔麵小吃店,臺北市士林區延平北路5段143號,1150415,121.510189,25.082246
72984459,精工國際特殊建材行,臺北市北投區文化三路79號6樓,1150415,121.498368,25.140084
76358210,浮花影像空間工作室,臺北市中正區廈門街41之1號,1150415,121.517778,25.025935
77886457,花蓮扁食食品店,臺北市南港區昆陽街150號1樓,1150415,121.594232,25.049277
79836588,伊通豆漿店,臺北市中山區伊通街121號,1150415,121.534932,25.053871
88137353,琪式茶寓商行,臺北市中山區中山北路1段105巷8號1樓,1150415,121.523385,25.05065
88153677,早點過來商行,臺北市大安區和平東路3段228巷25號1樓,1150415,121.554022,25.021238
88279275,慶源水電工程行,臺北市內湖區安泰街68巷2號4樓,1150415,121.61675,25.075499
88308715,狗窩寵物生活館,臺北市北投區自強街141巷2號1樓,1150415,121.516828,25.111193
88311628,郭貼餃子殿,臺北市內湖區東湖路43巷9號,1150415,121.613935,25.069372
88370294,迅美石材企業社,臺北市北投區知行路316巷63號1樓,1150415,121.46879,25.122477
93106957,沛久藥局,臺北市中山區林森北路291號1樓,1150415,121.52558,25.055655
93135398,屋台村稻小吃店,臺北市大安區臨江街122號,1150415,121.553912,25.030227
93189295,京美企業社,臺北市萬華區環河南路2段123號1樓,1150415,121.493652,25.034412
94871275,速達園藝資材企業社,臺北市中山區復興北路156號6樓,1150415,121.543824,25.053229
98885139,訊達派報社,臺北市大同區承德路1段105號9樓之3,1150415,121.51781,25.052848
556720,盛盛商行,臺北市士林區前港里後港街125號1樓,1150416,121.521835,25.086562
630432,拏雲商行,臺北市大安區新生南路2段30巷1之2號1樓,1150416,121.532591,25.03179
2303352,永錚行,臺北市南港區忠孝東路6段225巷4弄3號,1150416,121.58805,25.050007
20793508,嘉宏米行,臺北市松山區八德路3段158巷20弄21號1樓,1150416,121.554704,25.047187
25587210,一生秀麗國際企業社,臺北市中山區中山北路1段83巷13號之1,1150416,121.52408,25.050049
38558391,品妍按摩美容坊,臺北市萬華區華西街51之1號,1150416,121.498416,25.037414
42433401,梅姊商行,臺北市中正區南昌路1段59巷21號,1150416,121.517956,25.031471
42502574,富御工程行,臺北市萬華區西園路2段320巷36弄37號2樓,1150416,121.490965,25.027298
72921820,羚銥企業社,臺北市中正區忠孝東路1段152號12樓之5,1150416,121.52592,25.04398
75515064,璽媛設計工作室,臺北市信義區永吉路210號,1150416,121.572982,25.045428
85426148,璞享企業社,臺北市信義區市民大道6段250號6樓,1150416,121.577337,25.048839
88088108,碼碼咪亞小吃店,臺北市中山區錦州街426巷1之1號1樓,1150416,121.542485,25.059947
93135340,久玖餐廳,臺北市中山區新生北路2段60巷13號1樓,1150416,121.526833,25.055764
99637361,松農茶行,臺北市中山區龍江路328巷24號1樓,1150416,121.539247,25.065107
99970008,亞迅通資訊器材行,臺北市大安區信義路4段60之12號1樓,1150416,121.545624,25.033132
622242,姬王府國際貿易企業,臺北市中正區南昌路2段112之18號1樓,1150417,121.522173,25.025838
626710,辰光數位工作室,臺北市信義區基隆路1段186號5樓之6,1150417,121.564787,25.042092
1409589,環亞純理髮廳,臺北市萬華區寶興街153號1樓,1150417,121.495236,25.02427
7601767,民福商店,臺北市大同區承德路3段159巷25號,1150417,121.519385,25.068072
